x,y,alpha,clay
-117.00402777778719,34.04902777778675,-0.2301853597164154,7.833559036254883
-117.00402777778719,34.04930555556453,-0.22640975813070932,8.118917147318522
-117.00375000000942,34.04902777778675,-0.22817708055178323,8.37618096669515
-117.00375000000942,34.04930555556453,-0.22306105494499207,9.187259038289389
-117.00375000000942,34.0495833333423,-0.24317367871602377,8.819589614868164
-117.00375000000942,34.05013888889785,-0.22530353566010794,8.666929880777994
-117.00375000000942,34.05041666667563,-0.2263054351011912,8.114908854166666
-117.00375000000942,34.0506944444534,-0.22716747224330902,8.237672170003256
-117.00375000000942,34.05097222223118,-0.2271604984998703,8.289509455362955
-117.00375000000942,34.05125000000895,-0.22306105494499207,9.187259038289389
-117.00375000000942,34.05152777778673,-0.22322466472784677,8.88304074605306
-117.00375000000942,34.0518055555645,-0.24278791745503744,8.79353396097819
-117.00375000000942,34.05208333334228,-0.2340321143468221,11.709989547729492
-117.00375000000942,34.05236111112005,-0.22887588540712991,7.939231236775716
-117.00375000000942,34.05263888889783,-0.2294794867436091,7.9888715744018555
-117.00375000000942,34.0529166666756,-0.2482792834440867,8.749505043029785
-117.00375000000942,34.05319444445338,-0.2295288691918055,7.978331883748372
-117.00375000000942,34.05347222223115,-0.22690427800019583,8.427080472310385
-117.00375000000942,34.05375000000893,-0.22738474110762277,8.016473452250162
-117.00375000000942,34.0540277777867,-0.22664484878381094,7.623410224914551
-117.00375000000942,34.05430555556448,-0.24323433637619019,8.964972496032715
-117.00347222223164,34.04902777778675,-0.22158702711264291,9.085453033447266
-117.00347222223164,34.04930555556453,-0.22689800461133322,8.400238037109375
-117.00347222223164,34.0495833333423,-0.23913694421450296,9.308696746826172
-117.00347222223164,34.04986111112008,-0.21777420242627463,12.243211110432943
-117.00347222223164,34.05013888889785,-0.22301938136418661,8.742867151896158
-117.00347222223164,34.05041666667563,-0.22530353566010794,8.666929880777994
-117.00347222223164,34.0506944444534,-0.22862560550371805,7.982421875
-117.00347222223164,34.05097222223118,-0.2287853310505549,7.946891784667969
-117.00347222223164,34.05125000000895,-0.22306105494499207,9.187259038289389
-117.00347222223164,34.05152777778673,-0.22530353566010794,8.666929880777994
-117.00347222223164,34.0518055555645,-0.21352594097455344,12.544912974039713
-117.00347222223164,34.05208333334228,-0.2340321143468221,11.709989547729492
-117.00347222223164,34.05236111112005,-0.22719947497049967,8.066076278686523
-117.00347222223164,34.05263888889783,-0.22323707242806753,8.80060068766276
-117.00347222223164,34.0529166666756,-0.24541556338469186,8.949544270833334
-117.00347222223164,34.05319444445338,-0.22948231299718222,7.826079686482747
-117.00347222223164,34.05347222223115,-0.2267764409383138,8.514095306396484
-117.00347222223164,34.05375000000893,-0.2271897147099177,8.062397003173828
-117.00347222223164,34.0540277777867,-0.2257388929526011,7.461912155151367
-117.00347222223164,34.05430555556448,-0.22948231299718222,7.824119567871094
-117.00347222223164,34.05458333334225,-0.24863736828168234,8.823891321818033
-117.00319444445385,34.04902777778675,-0.22315860788027445,8.821904182434082
-117.00319444445385,34.04930555556453,-0.199957604209582,13.654536565144857
-117.00319444445385,34.0495833333423,-0.2482792834440867,8.749505043029785
-117.00319444445385,34.04986111112008,-0.21777420242627463,12.243211110432943
-117.00319444445385,34.05013888889785,-0.22683958212534586,8.37487761179606
-117.00319444445385,34.05041666667563,-0.22907243172327676,7.788869222005208
-117.00319444445385,34.0506944444534,-0.22935810188452402,7.854695955912272
-117.00319444445385,34.05097222223118,-0.22891926765441895,7.877840677897136
-117.00319444445385,34.05125000000895,-0.2297656238079071,7.550656000773112
-117.00319444445385,34.05152777778673,-0.22648064295450845,8.648234049479166
-117.00319444445385,34.0518055555645,-0.1939860333998998,14.068646113077799
-117.00319444445385,34.05208333334228,-0.2132743795712789,12.251185099283854
-117.00319444445385,34.05236111112005,-0.22942966222763062,7.754959424336751
-117.00319444445385,34.05263888889783,-0.2726178963979085,9.915364583333334
-117.00319444445385,34.0529166666756,-0.22229287028312683,11.78432846069336
-117.00319444445385,34.05319444445338,-0.24317367871602377,8.819589614868164
-117.00319444445385,34.05347222223115,-0.22725475331147513,8.093659083048502
-117.00319444445385,34.05375000000893,-0.22686896721522012,8.383951822916666
-117.00319444445385,34.0540277777867,-0.2375207543373108,8.331884384155273
-117.00319444445385,34.05430555556448,-0.2274853785832723,8.213074207305908
-117.00319444445385,34.05458333334225,-0.22934998075167337,7.844832420349121
-117.00319444445385,34.05486111112003,-0.2285899966955185,7.979892730712891
-117.00291666667609,34.04902777778675,-0.23613104224205017,8.711263020833334
-117.00291666667609,34.04930555556453,-0.22754181424776712,10.919185638427734
-117.00291666667609,34.0495833333423,-0.2482792834440867,8.749505043029785
-117.00291666667609,34.04986111112008,-0.2132743795712789,12.251185099283854
-117.00291666667609,34.05013888889785,-0.22683958212534586,8.37487761179606
-117.00291666667609,34.05041666667563,-0.22888943552970886,7.898905436197917
-117.00291666667609,34.0506944444534,-0.22935810188452402,7.854695955912272
-117.00291666667609,34.05097222223118,-0.22852040827274323,7.956826527913411
-117.00291666667609,34.05125000000895,-0.2297656238079071,7.550656000773112
-117.00291666667609,34.05152777778673,-0.20609184602896372,13.27885373433431
-117.00291666667609,34.0518055555645,-0.2132743795712789,12.251185099283854
-117.00291666667609,34.05208333334228,-0.22935810188452402,7.854695955912272
-117.00291666667609,34.05236111112005,-0.227473055322965,8.125213940938314
-117.00291666667609,34.05263888889783,-0.26622098684310913,9.524088541666666
-117.00291666667609,34.0529166666756,-0.24405458569526672,9.126866658528646
-117.00291666667609,34.05319444445338,-0.24317367871602377,8.819589614868164
-117.00291666667609,34.05347222223115,-0.22860406339168549,8.003389994303385
-117.00291666667609,34.05375000000893,-0.22686896721522012,8.383951822916666
-117.00291666667609,34.0540277777867,-0.22736925383408865,8.20612907409668
-117.00291666667609,34.05430555556448,-0.22891926765441895,7.8804473876953125
-117.00291666667609,34.05458333334225,-0.22888943552970886,7.887610753377278
-117.00291666667609,34.05486111112003,-0.2285899966955185,7.979892730712891
-117.00263888889832,34.04902777778675,-0.22746336460113525,8.125213940938314
-117.00263888889832,34.04930555556453,-0.24383604526519775,8.761974970499674
-117.00263888889832,34.0495833333423,-0.23701152205467224,10.658834457397461
-117.00263888889832,34.04986111112008,-0.22985821962356567,7.552384376525879
-117.00263888889832,34.05013888889785,-0.2265821099281311,8.525369962056478
-117.00263888889832,34.05041666667563,-0.22907243172327676,7.788869222005208
-117.00263888889832,34.0506944444534,-0.22889755169550577,7.906827290852864
-117.00263888889832,34.05097222223118,-0.22889703512191772,7.924959182739258
-117.00263888889832,34.05125000000895,-0.22852247456709543,7.999131202697754
-117.00263888889832,34.05152777778673,-0.20609184602896372,13.27885373433431
-117.00263888889832,34.0518055555645,-0.22530766328175864,11.052711168924967
-117.00263888889832,34.05208333334228,-0.22969103852907816,7.608097553253174
-117.00263888889832,34.05236111112005,-0.27549729744593304,10.201138496398926
-117.00263888889832,34.05263888889783,-0.26622098684310913,9.524088541666666
-117.00263888889832,34.0529166666756,-0.2832426428794861,10.599512100219727
-117.00263888889832,34.05319444445338,-0.22731014092763266,8.049915631612143
-117.00263888889832,34.05347222223115,-0.22756665448347727,8.103190104166666
-117.00263888889832,34.05375000000893,-0.22955164313316345,7.513245900472005
-117.00263888889832,34.0540277777867,-0.22736925383408865,8.20612907409668
-117.00263888889832,34.05430555556448,-0.23871376613775888,7.962613105773926
-117.00263888889832,34.05458333334225,-0.22934998075167337,7.850466410319011
-117.00263888889832,34.05486111112003,-0.22298958897590637,9.009613672892252
-117.00236111112054,34.04902777778675,-0.2293098916610082,7.722721417744954
-117.00236111112054,34.04930555556453,-0.24383604526519775,8.761974970499674
-117.00236111112054,34.0495833333423,-0.2482792834440867,8.749505043029785
-117.00236111112054,34.04986111112008,-0.22981968522071838,7.585745493570964
-117.00236111112054,34.05013888889785,-0.22865229348341623,8.010915756225586
-117.00236111112054,34.05041666667563,-0.22907243172327676,7.788869222005208
